FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,TYPE_OF_CROP,Tipo di coltivazione,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione',NOTE_REF_AREA,Territorio (NOTE_REF_AREA),NOTE_DATA_TYPE,Indicatore (NOTE_DATA_TYPE),NOTE_TYPE_OF_CROP_EUCODE,Codice Eurostat,NOTE_TYPE_OF_CROP,Tipo di coltivazione (NOTE_TYPE_OF_CROP),NOTE_TIME_PERIOD,Tempo (NOTE_TIME_PERIOD),BASE_PER,Anno base,UNIT_MEAS,Unità di misura,UNIT_MULT,Unità di moltiplicazione
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,TOMAGRENNH_I,Pomodoro da consumo fresco in serra,2025,243450,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',V3110_I,V3110_I,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,STRAIEINO,Fragola in piena aria,2025,7352,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',S0000_II,S0000_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,STRAIEINO,Fragola in piena aria,2026,8319,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',S0000_II,S0000_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,STRAIEING,Fragola in serra,2025,101820,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',S0000S,S0000S,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,APPLE,Mela,2025,2573521,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',F1110,F1110,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,APPLE,Mela,2026,3002724,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',F1110,F1110,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,PLSFRFESHC,Mele per il consumo fresco,2025,2504654,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',F1111,F1111,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,PLSFRFESHC,Mele per il consumo fresco,2026,2917120,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',F1111,F1111,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,PLSDSIEDFO,Mele destinate alla trasformazione,2025,68867,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',F1112,F1112,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,PLSDSIEDFO,Mele destinate alla trasformazione,2026,85604,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',F1112,F1112,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,QUIN,Cotogno,2025,420,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',F1190_I,F1190_I,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,PEAR,Pera,2025,250074,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',F1120,F1120,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,PEAR,Pera,2026,325386,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',F1120,F1120,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,ERORSHCO,Pere per il consumo fresco,2025,236616,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',F1121,F1121,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,ERORSHCO,Pere per il consumo fresco,2026,300676,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',F1121,F1121,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,ERETNDFOR,Pere destinate alla trasformazione,2025,13458,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',F1122,F1122,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,ERETNDFOR,Pere destinate alla trasformazione,2026,24710,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',F1122,F1122,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,PEACH,Pesca,2025,121001,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',F1210,F1210,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,PEACH,Pesca,2026,161007,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',F1210,F1210,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,ECENEDEDF,Pesche destinate a consumo,2025,109466,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',F1211,F1211,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,ECENEDEDF,Pesche destinate a consumo,2026,145435,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',F1211,F1211,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,ECENEDEDFTR,Pesche destinate alla trasformazione,2025,11535,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',F1212,F1212,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,ECENEDEDFTR,Pesche destinate alla trasformazione,2026,15572,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',F1212,F1212,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,NECTA,Nettarina (pesca noce),2025,116460,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',F1220,F1220,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,NECTA,Nettarina (pesca noce),2026,150977,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',F1220,F1220,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,ETRNSITENDE,Nettarine destinate a consumo,2025,116460,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',F1221,F1221,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,ETRNSITENDE,Nettarine destinate a consumo,2026,150977,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',F1221,F1221,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,APRIC,Albicocca,2025,21029,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',F1230,F1230,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,APRIC,Albicocca,2026,40740,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',F1230,F1230,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,CHERR,Ciliegia in complesso,2025,36381,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',F1240,F1240,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,ORCERE,Amarene,2025,1086,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',F1241,F1241,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,ORCERE,Amarene,2026,1395,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',F1241,F1241,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,SWCHERRIES,Ciliegie dolci,2025,35295,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',F1242,F1242,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,SWCHERRIES,Ciliegie dolci,2026,102031,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',F1242,F1242,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,PLUM,Susina/prugna,2025,92448,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',F1250,F1250,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,PLUM,Susina/prugna,2026,106057,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',F1250,F1250,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,MEDLAR,Nespola comune,2025,143,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',F1190_II,F1190_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,FIG,Fico,2025,1817,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',F2100,F2100,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,KIWI,Kiwi,2025,481451,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',F2200,F2200,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,KIWI,Kiwi,2026,504346,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',F2200,F2200,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,LOTU,Loti o kaki,2025,31995,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',F2900_I,F2900_I,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,POMETES,Melograno,2025,29452,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',F2900_II,F2900_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,REDCURRA,Ribes rosso,2025,542,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',F3120,F3120,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,BLACKCURRA,Ribes nero,2025,430,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',F3110,F3110,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,ROUSPBERRI,Lampone,2025,9181,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',F3200,F3200,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,BUBRY,Mirtillo,2025,27882,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',F3300,F3300,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,CRAT,Ribes,2025,972,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',F3100,F3100,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,OTHETFRUITNOR,Altre bacche diverse da sorbo,2025,6130,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',F3900_II,F3900_II,,,,,,,,,,
